https://byrutgame.org/20407-a-plague-tale-requiem.html,v 1.6.0.0 20230706 1126 + DLC
https://byrutgame.org/41349-a-quiet-place-the-road-ahead.html,v 1.1.0 BUILD 45746.11849
https://byrutgame.org/39165-abiotic-factor.html,v 1.2 Build 21202825 Supporter's Edition
https://byrutgame.org/24395-abyssus.html,v 1.2.56034  Build 21496791 + DLC - Brine Edition
https://byrutgame.org/24023-achilles-legends-untold.html,v 1.8.0 (Rev.10662)
https://byrutgame.org/19639-against-the-storm.html,v 1.9.6R + DLC - Complete
https://byrutgame.org/49791-agatha-christie-death-on-the-nile.html,v 1.3.0_20251017-215031 (85933)
https://byrutgame.org/19712-agatha-christie-hercule-poirot-the-first-cases.html,v 1.0.6 (52938) + DLC
https://byrutgame.org/37368-agatha-christie-murder-on-the-orient-express.html,v 20231222 (70333) + DLC
https://byrutgame.org/4376-agatha-christie-the-abc-murders.html,v 1.02
https://byrutgame.org/3991-age-of-empires-definitive-edition.html,Build 46777
https://byrutgame.org/6185-age-of-empires-2-definitive-edition.html,v 162286 Build 20858544 + DLC
https://byrutgame.org/39928-age-of-mythology-retold.html,v 100.18.56738.0 (581026R) build 20821874 + DLC - Premium Edition
https://byrutgame.org/24370-age-of-reforging-the-freelands.html,v 1.11c Build 20845527
https://byrutgame.org/46413-agronom.html,v0.4.8a
https://byrutgame.org/44736-ai-limit.html,v 1.1.001  build 19579182
https://byrutgame.org/51138-aila.html,v 1.0.4.6212  Build 21798031
https://byrutgame.org/21113-alan-wake-remastered.html,v 34885
https://byrutgame.org/37131-alan-wake-2.html,v 1.2.8 + DLC  Deluxe Edition
https://byrutgame.org/49894-alien-rogue-incursion-evolved-edition.html,v 1.1.1  Build 21805244  Deluxe Edition
https://byrutgame.org/32288-aloft.html,v 0.3.4.36
https://byrutgame.org/30373-alone-in-the-dark.html,v 1.0.5b + DLC - Digital Deluxe Edition
https://byrutgame.org/43670-ambulance-life-a-paramedic-simulator.html,v 1.4.0 + DLC
https://byrutgame.org/3422-anno-1800.html,v 18.4.1412158 + DLC  Complete Edition
https://byrutgame.org/17786-aquarist.html,.v1.0161
https://byrutgame.org/41068-ara-history-untold.html,v 2.0.2.528  Build 20610041 + DLC - Deluxe Edition
https://byrutgame.org/17567-architect-life-a-house-design-simulator.html,Build 19444640 - Supporter Edition
https://byrutgame.org/27399-arma-reforger.html,v 1.6.0.119
https://byrutgame.org/14440-assasin-krid-valgalla.html,v 1.7.0
https://byrutgame.org/50877-assetto-corsa-rally.html,v 0.2 Build 21225694
https://byrutgame.org/3580-astroneer.html,Build.21653049
https://byrutgame.org/8810-asylum.html,v 1.3.3071  Build 19420850
https://byrutgame.org/14359-autopsy-simulator.html,Build 16689897 - Autopsy only mode
https://byrutgame.org/16773-avowed.html,v 2.0  Premium Edition
https://byrutgame.org/17505-aztecs-the-last-sun.html,v 0.6.0_19716_20251222_rcnc_gog + 1 DLC
https://byrutgame.org/32124-banishers-ghosts-of-new-eden.html,v 1.5.0.0
https://byrutgame.org/45742-beholder-conductor.html,v 1.0.4.293
https://byrutgame.org/39347-bellwright.html,v 0.0.47026 Build 21480091
https://byrutgame.org/50485-beneath.html,v 1.03f Build 21193262
https://byrutgame.org/24006-big-ambitions.html,v 0.9.3233
https://byrutgame.org/7124-black-book.html,Build 19471056
https://byrutgame.org/47023-blades-of-fire.html,v 1.4.8
https://byrutgame.org/23928-blood-west.html,v 4.6.2  Build 21437552
https://byrutgame.org/40019-blue-prince.html,Build 20269474 .v2025.10.17
https://byrutgame.org/39882-bodycam-po-seti-na-piratke-besplatno.html,Build 21150357
https://byrutgame.org/9196-bridge-constructor.html,v 1.3-fix (85644)
https://byrutgame.org/32059-brokenlore-unfollow.html,Build 21675604 Deluxe Pack
https://byrutgame.org/37951-brothers-a-tale-of-two-sons-remake.html,v20240729
https://byrutgame.org/40092-cairn.html,v 1.0.299s_1713 Build 21638108
https://byrutgame.org/4143-call-to-arms.html,v 1.228.0 + DLC - Ultimate Edition
